Time,CPU Usage (%),Used Memory (GB),GPU Usage (%),GPU Used Memory (GB),GPU Power (W)
2024-09-04 19:58:28,28.6,1.82,0,2,33.86
2024-09-04 19:58:29,28.6,2.00,0,2,23.10
2024-09-04 19:58:31,24.2,2.11,0,2,16.04
2024-09-04 19:58:32,27.4,2.72,32,738,25.13
2024-09-04 19:58:33,26.7,2.73,61,948,73.80
2024-09-04 19:58:35,33.9,2.74,61,948,73.75
2024-09-04 19:58:36,30.2,2.74,61,948,73.38
2024-09-04 19:58:38,27.9,2.74,64,948,73.59
2024-09-04 19:58:39,27.4,2.73,64,948,73.38
2024-09-04 19:58:40,46.7,2.77,61,948,71.96
2024-09-04 19:58:42,28.6,2.73,61,948,73.17
2024-09-04 19:58:43,26.2,2.73,63,948,73.12
2024-09-04 19:58:44,27.4,2.73,61,948,73.36
2024-09-04 19:58:46,8.3,2.73,0,170,61.84
2024-09-04 19:58:47,25.8,1.83,0,2,33.11
2024-09-04 19:58:49,25.8,2.02,0,2,31.02
2024-09-04 19:58:50,27.4,2.12,0,2,18.36
2024-09-04 19:58:51,29,2.73,65,510,37.13
2024-09-04 19:58:53,28.6,2.74,69,510,60.96
2024-09-04 19:58:54,27.4,2.74,67,510,60.55
2024-09-04 19:58:55,26.2,2.75,65,510,61.93
2024-09-04 19:58:57,26.2,2.75,64,510,59.41
2024-09-04 19:58:58,26.2,2.77,67,510,60.13
2024-09-04 19:59:00,28.6,2.77,61,510,59.18
2024-09-04 19:59:01,26.2,2.77,65,510,61.22
2024-09-04 19:59:02,26.2,2.77,69,510,61.18
2024-09-04 19:59:04,27,2.75,70,510,60.71
2024-09-04 19:59:05,27.9,2.74,68,510,61.53
2024-09-04 19:59:06,60.7,3.28,19,623,43.19
2024-09-04 19:59:08,35.5,2.33,36,458,52.19
2024-09-04 19:59:09,35.5,2.34,37,458,47.42
2024-09-04 19:59:11,37.5,2.34,37,458,47.46
2024-09-04 19:59:12,81,2.34,36,170,44.90
2024-09-04 19:59:13,1.6,2.34,0,170,28.31
2024-09-04 19:59:15,4.7,2.35,0,170,27.25
2024-09-04 19:59:16,3.2,2.36,0,170,27.17
2024-09-04 19:59:17,1.6,2.36,0,170,27.11
2024-09-04 19:59:19,1.6,2.36,0,170,27.17
2024-09-04 19:59:20,1.6,2.36,0,170,27.18
2024-09-04 19:59:22,3.2,2.36,0,170,27.14
2024-09-04 19:59:23,1.7,2.36,0,170,26.99
2024-09-04 19:59:24,4.8,2.36,0,170,26.99
2024-09-04 19:59:26,3.2,2.36,0,170,27.08
2024-09-04 19:59:27,3.2,2.36,0,170,26.96
