Time,CPU Usage (%),Used Memory (GB),GPU Usage (%),GPU Used Memory (GB),GPU Power (W)
2024-09-05 01:17:10,29.5,2.54,24,442,40.05
2024-09-05 01:17:11,27.9,2.54,23,442,39.27
2024-09-05 01:17:13,30.6,2.55,24,442,40.01
2024-09-05 01:17:14,29,2.55,24,442,39.80
2024-09-05 01:17:15,29.5,2.56,24,442,40.10
2024-09-05 01:17:17,32.3,2.56,24,442,39.87
2024-09-05 01:17:18,30.6,2.54,23,442,39.95
2024-09-05 01:17:20,92.3,2.54,13,182,37.14
2024-09-05 01:17:21,26.2,2.71,0,182,25.75
2024-09-05 01:17:22,27.4,2.97,0,182,25.56
2024-09-05 01:17:24,30.2,3.07,0,182,25.54
2024-09-05 01:17:25,28.6,3.27,0,359,25.79
2024-09-05 01:17:26,27.9,3.79,21,605,35.71
2024-09-05 01:17:28,26.2,3.79,22,605,38.15
2024-09-05 01:17:29,27.4,3.79,21,605,38.29
2024-09-05 01:17:31,28.1,3.79,21,605,38.40
2024-09-05 01:17:32,29.7,3.80,20,605,38.22
2024-09-05 01:17:33,29.7,3.80,21,605,38.50
2024-09-05 01:17:35,29,3.81,22,605,38.51
2024-09-05 01:17:36,27.9,3.81,22,605,37.80
2024-09-05 01:17:37,27.4,3.81,21,605,38.38
2024-09-05 01:17:39,27.4,3.81,20,605,38.19
2024-09-05 01:17:40,30.2,3.79,21,605,38.08
2024-09-05 01:17:42,27.4,3.79,22,605,38.55
2024-09-05 01:17:43,27.9,2.73,0,182,25.79
2024-09-05 01:17:44,27,2.97,0,182,20.52
2024-09-05 01:17:46,26.7,3.06,0,182,16.58
2024-09-05 01:17:47,31.7,3.25,0,331,22.61
2024-09-05 01:17:48,27.4,3.90,9,429,34.03
2024-09-05 01:17:50,27.4,3.90,9,429,29.47
2024-09-05 01:17:51,26.7,3.91,10,429,29.45
2024-09-05 01:17:52,27,3.91,10,429,29.41
2024-09-05 01:17:54,26.7,3.91,9,429,29.46
2024-09-05 01:17:55,27.4,3.91,9,429,29.48
2024-09-05 01:17:57,27.4,3.90,10,429,29.47
2024-09-05 01:17:58,28.6,3.91,10,429,29.32
2024-09-05 01:17:59,27.9,3.92,10,429,29.28
2024-09-05 01:18:01,27.9,3.91,10,429,29.40
2024-09-05 01:18:02,27.4,3.91,9,429,29.25
2024-09-05 01:18:03,27.9,3.92,10,429,29.27
2024-09-05 01:18:05,27.9,3.92,9,429,29.22
2024-09-05 01:18:06,28.6,3.92,10,429,29.15
2024-09-05 01:18:08,29.5,3.92,10,429,29.25
2024-09-05 01:18:09,54,3.92,9,429,29.19
2024-09-05 01:18:10,27.9,3.91,10,429,29.27
2024-09-05 01:18:12,27.4,3.93,10,429,29.38
2024-09-05 01:18:13,30.2,3.92,10,429,29.37
2024-09-05 01:18:15,26.2,3.92,9,429,29.26
2024-09-05 01:18:16,28.6,3.92,10,429,29.21
2024-09-05 01:18:17,28.6,3.92,10,429,29.28
2024-09-05 01:18:19,28.6,3.90,10,429,29.34
2024-09-05 01:18:20,27.4,3.90,10,429,29.18
2024-09-05 01:18:21,29,3.90,9,429,29.13
2024-09-05 01:18:23,28.6,3.90,10,429,29.22
2024-09-05 01:18:24,25,3.90,10,429,29.01
2024-09-05 01:18:26,29,2.68,0,182,27.08
2024-09-05 01:18:27,25.8,2.87,0,182,25.51
2024-09-05 01:18:28,27.4,3.00,0,182,15.90
