Time,CPU Usage (%),Used Memory (GB),GPU Usage (%),GPU Used Memory (GB),GPU Power (W)
2024-09-05 02:12:28,26.2,3.75,11,433,29.41
2024-09-05 02:12:30,27.4,3.75,11,433,29.40
2024-09-05 02:12:31,27.9,3.76,11,433,29.47
2024-09-05 02:12:32,26.2,3.76,10,433,29.45
2024-09-05 02:12:34,27.9,3.77,10,433,29.56
2024-09-05 02:12:35,31.1,3.77,11,433,29.39
2024-09-05 02:12:37,27.4,3.77,10,433,29.43
2024-09-05 02:12:38,30.2,3.77,11,433,29.43
2024-09-05 02:12:39,27.4,3.77,11,433,29.44
2024-09-05 02:12:41,27.9,3.77,10,435,29.32
2024-09-05 02:12:42,29,3.77,11,435,29.32
2024-09-05 02:12:43,28.6,3.77,10,435,29.50
2024-09-05 02:12:45,27.4,3.78,11,435,29.52
2024-09-05 02:12:46,26.2,3.78,11,435,29.57
2024-09-05 02:12:48,25,3.78,10,435,29.24
2024-09-05 02:12:49,26.7,3.78,10,435,29.42
2024-09-05 02:12:50,29.7,3.78,11,435,29.47
2024-09-05 02:12:52,29,3.78,11,435,29.46
2024-09-05 02:12:53,27.4,3.78,11,435,29.42
2024-09-05 02:12:54,27.4,3.78,11,435,29.39
2024-09-05 02:12:56,29.5,2.61,0,182,26.82
2024-09-05 02:12:57,27,2.83,0,182,25.29
2024-09-05 02:12:59,25.8,2.93,0,182,19.51
2024-09-05 02:13:00,29.5,3.12,1,329,16.24
2024-09-05 02:13:01,27.4,3.72,44,737,56.02
2024-09-05 02:13:03,28.6,3.73,40,737,64.42
2024-09-05 02:13:04,29,3.73,45,737,64.87
2024-09-05 02:13:05,29.7,3.73,44,737,64.64
2024-09-05 02:13:07,28.6,3.74,44,737,64.85
2024-09-05 02:13:08,26.2,3.75,44,737,65.61
2024-09-05 02:13:10,27.9,3.76,44,737,64.42
2024-09-05 02:13:11,29,3.76,44,737,65.35
2024-09-05 02:13:12,27.4,3.76,38,737,64.37
2024-09-05 02:13:14,31.7,3.74,45,737,66.01
2024-09-05 02:13:15,27.9,3.74,44,737,64.53
2024-09-05 02:13:16,27.4,3.74,44,737,65.63
2024-09-05 02:13:18,30.2,3.75,45,737,65.54
2024-09-05 02:13:19,28.6,3.76,44,737,66.28
2024-09-05 02:13:20,25,3.76,44,737,64.96
2024-09-05 02:13:22,26.2,3.76,44,737,65.64
2024-09-05 02:13:23,27.4,3.76,43,737,65.72
2024-09-05 02:13:25,26.2,3.76,42,737,65.12
